Date,Open,High,Low,Close,Volume,Adj Close
2016-05-24,156.669998,158.550003,156.440002,157.589996,3038800,156.335304
2016-05-23,154.440002,156.089996,153.740005,155.449997,2767600,154.212343
2016-05-20,155.759995,156.410004,153.919998,154.509995,3247800,153.279825
2016-05-19,158.679993,159.949997,154.520004,154.699997,4712000,153.468314
2016-05-18,154.809998,160.00,154.649994,159.940002,3653300,158.6666
2016-05-17,154.740005,157.110001,153.770004,154.649994,2701500,153.418709
2016-05-16,155.339996,156.899994,154.600006,155.380005,3177700,154.142908
2016-05-13,157.880005,159.720001,155.259995,155.339996,2550100,154.103218
2016-05-12,160.320007,161.470001,157.309998,158.070007,2448100,156.811493
2016-05-11,161.360001,162.529999,159.279999,159.419998,2096900,158.150736
2016-05-10,158.669998,161.50,158.389999,161.419998,2379600,160.134812
2016-05-09,158.199997,159.850006,156.789993,157.509995,2097900,156.255939
2016-05-06,158.190002,160.169998,157.009995,158.850006,2307000,157.585282
2016-05-05,160.779999,160.820007,158.50,159.529999,2366200,158.259861
2016-05-04,161.199997,162.600006,159.089996,160.070007,3203900,158.79557
2016-05-03,163.660004,164.110001,161.369995,163.139999,2777000,161.841119
2016-05-02,165.080002,167.190002,163.990005,166.179993,1998400,164.856909
2016-04-29,163.800003,164.679993,162.559998,164.110001,2890800,162.803398
2016-04-28,165.350006,167.320007,164.009995,164.289993,2528000,162.981957
2016-04-27,165.830002,168.660004,164.929993,166.919998,3323600,165.591023
2016-04-26,165.380005,166.00,164.220001,165.839996,2251600,164.51962
2016-04-25,166.00,167.389999,164.059998,165.089996,2473000,163.775591
2016-04-22,165.789993,167.490005,165.660004,166.75,2680300,165.422378
2016-04-21,166.550003,168.899994,165.009995,165.320007,4165100,164.003771
2016-04-20,162.00,167.449997,161.940002,166.979996,4802200,165.650543
2016-04-19,157.75,163.699997,157.00,162.649994,5832200,161.355015
2016-04-18,157.610001,160.00,157.149994,159.020004,3031500,157.753927
2016-04-15,161.229996,161.779999,158.199997,158.520004,3467900,157.257908
2016-04-14,159.529999,162.270004,159.149994,160.910004,3067100,159.628878
2016-04-13,156.529999,159.990005,156.380005,159.850006,5151100,158.57732
2016-04-12,152.669998,155.089996,151.300003,154.309998,2732900,153.08142
2016-04-11,151.179993,153.899994,150.410004,152.199997,3464300,150.988219
2016-04-08,152.070007,152.869995,150.009995,150.279999,3122200,149.083507
2016-04-07,153.649994,154.029999,149.369995,150.410004,4786800,149.212477
2016-04-06,155.259995,156.270004,153.919998,155.190002,2927400,153.954418
2016-04-05,156.440002,156.529999,154.550003,155.350006,2822700,154.113148
2016-04-04,159.970001,160.00,157.389999,157.770004,2478100,156.513879
2016-04-01,156.460007,160.009995,155.089996,159.820007,3373400,158.54756
2016-03-31,156.179993,157.479996,156.059998,156.979996,2927300,155.73016
2016-03-30,156.130005,158.020004,154.889999,156.50,3130600,155.253986
2016-03-29,152.869995,155.350006,151.50,155.029999,2919500,153.795689
2016-03-28,153.139999,154.639999,152.380005,153.839996,2308600,152.615161
2016-03-24,152.399994,153.039993,150.130005,153.00,3693400,151.781852
2016-03-23,154.25,155.550003,153.589996,154.080002,3633400,152.853255
2016-03-22,155.50,155.589996,153.360001,154.199997,3521500,152.972295
2016-03-21,157.240005,158.899994,155.75,156.289993,4410200,155.045651
2016-03-18,153.910004,158.179993,153.869995,157.600006,7413200,156.345234
2016-03-17,150.389999,153.979996,148.75,152.910004,4431700,151.692572
2016-03-16,150.919998,152.850006,149.710007,150.539993,4310300,149.341431
2016-03-15,152.649994,152.740005,150.899994,152.029999,3731400,150.819574
2016-03-14,153.660004,154.449997,152.130005,153.490005,3317900,152.267956
2016-03-11,153.279999,154.160004,152.369995,153.940002,4058700,152.714371
2016-03-10,150.410004,153.600006,148.839996,151.020004,4631800,149.817621
2016-03-09,152.110001,152.50,149.179993,149.910004,3250900,148.716458
2016-03-08,154.00,154.229996,151.50,151.600006,3830400,150.393005
2016-03-07,156.00,156.369995,154.410004,155.350006,2771900,154.113148
2016-03-04,156.369995,158.850006,155.289993,156.839996,5256700,155.591275
2016-03-03,154.00,155.660004,153.360001,155.330002,3615800,154.093303
2016-03-02,154.75,155.410004,153.449997,154.199997,5047500,152.972295
2016-03-01,150.949997,154.770004,150.679993,154.649994,6490400,153.418709
2016-02-29,149.75,150.289993,148.320007,149.529999,5506400,148.339478
2016-02-26,149.720001,151.970001,149.009995,150.25,5924500,148.408926
2016-02-25,146.00,149.070007,145.229996,148.25,4299600,146.433433
2016-02-24,143.080002,145.639999,140.259995,145.559998,5714700,143.776392
2016-02-23,148.00,148.050003,144.050003,144.910004,4249600,143.134363
2016-02-22,149.199997,149.990005,148.229996,148.789993,4287900,146.966809
2016-02-19,147.00,147.729996,145.429993,146.910004,5257300,145.109856
2016-02-18,151.25,152.00,147.369995,147.729996,5895500,145.9198
2016-02-17,150.800003,151.869995,150.309998,150.940002,5578800,149.090474
2016-02-16,149.600006,150.479996,147.449997,149.020004,10198000,147.194002
2016-02-12,143.75,146.509995,143.699997,146.130005,9009300,144.339415
2016-02-11,143.410004,144.410004,139.050003,140.690002,10252200,138.966071
2016-02-10,150.00,153.380005,147.210007,147.229996,7609600,145.425927
2016-02-09,145.520004,149.949997,145.100006,148.25,6919400,146.433433
2016-02-08,153.830002,153.830002,145.25,149.25,8680000,147.42118
2016-02-05,157.570007,159.699997,155.690002,156.470001,4596100,154.552711
2016-02-04,152.300003,157.949997,152.009995,156.490005,4573100,154.57247
2016-02-03,152.50,153.839996,147.009995,152.679993,5893200,150.809143
2016-02-02,157.00,157.00,150.160004,151.699997,6316200,149.841156
2016-02-01,160.410004,161.00,158.449997,159.649994,2963500,157.693738
2016-01-29,158.639999,161.589996,157.779999,161.559998,4887900,159.580338
2016-01-28,155.009995,158.050003,152.529999,157.059998,4292900,155.135478
2016-01-27,153.589996,158.429993,153.190002,153.720001,5153100,151.836408
2016-01-26,151.119995,156.100006,151.119995,154.449997,5237700,152.557459
2016-01-25,156.399994,156.529999,151.119995,151.119995,5051700,149.268261
2016-01-22,154.580002,156.990005,153.860001,156.860001,5583800,154.937932
2016-01-21,153.970001,155.160004,151.490005,151.649994,5738800,149.791765
2016-01-20,154.100006,158.369995,151.649994,153.75,9369100,151.866039
2016-01-19,157.559998,158.759995,155.279999,156.820007,5860600,154.898428
2016-01-15,156.699997,157.990005,153.809998,155.610001,6237200,153.703248
2016-01-14,160.300003,162.509995,156.759995,161.389999,4272500,159.412423
2016-01-13,166.460007,167.100006,157.919998,158.990005,5252500,157.041837
2016-01-12,166.889999,168.179993,163.300003,165.710007,4441300,163.679495
2016-01-11,165.00,166.460007,163.339996,165.729996,4386500,163.699239
2016-01-08,166.75,168.419998,163.630005,163.940002,4929800,161.931179
2016-01-07,166.669998,169.50,163.600006,164.619995,5687900,162.60284
2016-01-06,171.309998,172.020004,169.100006,169.839996,5539400,167.758878
2016-01-05,176.710007,177.50,172.919998,174.089996,4521600,171.956801
2016-01-04,175.789993,177.190002,173.759995,177.139999,3745500,174.969431
2015-12-31,181.160004,182.889999,180.029999,180.229996,1773900,178.021565
2015-12-30,183.279999,183.529999,181.839996,182.009995,1514300,179.779753
2015-12-29,182.820007,184.179993,182.50,183.529999,1848900,181.281132
2015-12-28,181.770004,181.929993,179.839996,181.619995,1723300,179.394532
2015-12-24,182.270004,183.169998,182.020004,182.470001,1107600,180.234123
2015-12-23,180.699997,183.00,180.460007,182.949997,2367900,180.708237
2015-12-22,178.899994,180.690002,177.050003,180.050003,2312800,177.843778
2015-12-21,177.50,178.149994,175.830002,177.75,2472900,175.571957
2015-12-18,181.199997,181.899994,175.389999,175.490005,6740800,173.339656
2015-12-17,186.880005,187.889999,182.610001,182.610001,2807900,180.372407
2015-12-16,184.009995,186.880005,181.679993,186.210007,3191700,183.9283
2015-12-15,178.979996,183.279999,178.850006,182.009995,3393100,179.779753
2015-12-14,176.669998,178.630005,172.899994,176.399994,5102400,174.238494
2015-12-11,179.679993,180.149994,175.470001,176.559998,3750100,174.396537
2015-12-10,180.990005,183.929993,180.309998,182.110001,2212300,179.878533
2015-12-09,182.020004,184.850006,179.830002,180.710007,3907500,178.495694
2015-12-08,183.919998,184.470001,181.839996,182.919998,2663800,180.678606
2015-12-07,190.00,190.119995,185.00,185.490005,3499900,183.217122
2015-12-04,185.610001,190.619995,184.75,189.990005,3517200,187.661981
2015-12-03,190.660004,191.649994,184.729996,185.199997,3599000,182.930667
2015-12-02,193.300003,193.839996,189.800003,190.259995,1817200,187.928662
2015-12-01,191.220001,193.149994,190.009995,193.070007,4140900,190.704243
2015-11-30,190.50,191.080002,189.240005,190.020004,3415000,187.691612
2015-11-27,189.160004,191.190002,188.850006,190.470001,1092700,187.494055
2015-11-25,188.990005,189.770004,188.149994,189.149994,1495600,186.194672
2015-11-24,188.020004,189.800003,186.559998,188.669998,2679400,185.722176
2015-11-23,191.300003,191.490005,188.520004,189.190002,2671700,186.234055
2015-11-20,193.00,193.490005,191.110001,191.470001,2932100,188.478431
2015-11-19,193.820007,194.210007,191.669998,193.029999,1835800,190.014055
2015-11-18,191.050003,194.050003,191.009995,193.660004,2509200,190.634216
2015-11-17,192.669998,193.00,190.320007,190.570007,1783800,187.592499
2015-11-16,189.990005,192.160004,188.009995,192.160004,4626600,189.157653
2015-11-13,192.630005,193.380005,190.059998,190.389999,2484000,187.415303
2015-11-12,196.190002,196.190002,192.259995,192.770004,3166900,189.758122
2015-11-11,198.289993,198.929993,196.729996,197.389999,1637500,194.305934
2015-11-10,196.580002,198.220001,195.279999,197.809998,2149900,194.71937
2015-11-09,199.039993,199.899994,196.320007,196.759995,2604400,193.685772
2015-11-06,196.00,199.470001,195.899994,199.169998,4270800,196.058121
2015-11-05,192.539993,193.279999,191.00,192.020004,2186300,189.01984
2015-11-04,191.00,192.889999,190.309998,191.649994,2174300,188.655611
2015-11-03,189.25,191.869995,189.050003,190.690002,2443200,187.710619
2015-11-02,188.320007,190.429993,187.679993,189.679993,2531500,186.71639
2015-10-30,189.759995,190.089996,187.240005,187.50,2791600,184.570458
2015-10-29,191.00,191.960007,189.330002,189.889999,3068100,186.923115
2015-10-28,186.710007,191.479996,186.169998,191.320007,3231900,188.33078
2015-10-27,186.00,186.830002,184.50,186.309998,1932300,183.399048
2015-10-26,187.100006,188.00,186.619995,187.009995,2573700,184.088108
2015-10-23,185.160004,186.360001,184.429993,185.50,2935700,182.601706
2015-10-22,180.229996,184.190002,180.199997,183.559998,2609600,180.692015
2015-10-21,186.220001,186.220001,179.550003,179.699997,3613800,176.892324
2015-10-20,185.199997,185.970001,183.899994,185.509995,2736200,182.611545
2015-10-19,183.479996,186.50,183.149994,185.740005,2665700,182.837962
2015-10-16,185.119995,186.649994,183.630005,185.179993,2948900,182.286699
2015-10-15,176.729996,185.75,175.759995,184.960007,5720100,182.07015
2015-10-14,180.729996,182.220001,179.139999,179.509995,3252000,176.70529
2015-10-13,179.570007,183.139999,179.50,180.970001,2918800,178.142485
2015-10-12,180.800003,181.199997,179.009995,180.229996,3059800,177.414042
2015-10-09,180.960007,182.289993,178.210007,179.190002,3334900,176.390298
2015-10-08,181.179993,182.470001,179.75,181.070007,3253400,178.240929
2015-10-07,181.800003,183.789993,180.539993,182.229996,2572200,179.382793
2015-10-06,180.199997,181.279999,179.470001,180.320007,1859100,177.502647
2015-10-05,178.229996,181.059998,177.830002,180.699997,3411900,177.8767
2015-10-02,172.139999,177.100006,169.869995,177.009995,4469900,174.244351
2015-10-01,174.399994,176.169998,173.039993,176.020004,3613000,173.269828
2015-09-30,174.580002,175.080002,172.160004,173.759995,2931500,171.045129
2015-09-29,173.009995,173.300003,167.490005,171.860001,4419100,169.174821
2015-09-28,178.460007,178.460007,172.75,173.020004,3898500,170.316701
2015-09-25,179.199997,181.110001,178.160004,179.830002,3026500,177.020297
2015-09-24,177.660004,177.979996,174.820007,176.910004,3910000,174.145922
2015-09-23,179.809998,180.190002,177.75,179.410004,2732600,176.606861
2015-09-22,180.889999,181.00,178.009995,179.720001,4166900,176.912015
2015-09-21,183.300003,184.410004,181.699997,183.350006,2947200,180.485304
2015-09-18,183.199997,183.380005,180.550003,180.940002,6529900,178.112955
2015-09-17,188.449997,190.570007,186.00,186.449997,3712600,183.53686
2015-09-16,187.960007,189.300003,186.589996,188.639999,2717800,185.692646
2015-09-15,184.779999,188.020004,184.190002,187.449997,3092800,184.521236
2015-09-14,185.600006,185.860001,183.300003,183.940002,2746000,181.066082
